"Address","lat","lon","remoteness","dist_to_coast"
"599 Old South Head Rd, Rose Bay NSW 2029",-33.8692319,151.2771385,0,0.01
"66 Memorial Avenue, Woy Woy NSW 2256",-33.5070183,151.3314559,0.1,0.02236068
"486 Londonderry Rd, LONDONDERRY NSW 2753",-33.6425573,150.7356658,0.15363073,0.5220153
"Cnr Kamilaroi Highway & New England Highway, WILLOW TREE NSW 2339",-30.0320555,148.2929711,9.0806265,4.51359
"157 Penshurst street, Willoughby NSW 2068",-33.7980338,151.1981429,0,0.0728011
"155-157 Princes Highway, Ulladulla NSW 2539",-35.335122,150.4519465,1.3331184,0.02
"Yangan Avenue, Beresfield NSW 2322",-32.8090705,151.6291077,0.05,0.1878829
"74 Bentinck Street (Cnr Russell), Bathurst NSW 2795",-33.4203497,149.5817694,0.79,1.608633
"114 Chelmsford Drive, Metford NSW 2325",-32.7663456,151.6118778,0.05,0.2163331
"213-253 Parramatta Rd & Walker St, Five Dock NSW 2046",-33.8699789,151.1147333,NA,0.09848858
"1609 Ocean Drive, Lake Cathie NSW 2445",-31.5529134,152.8543807,1.687442,0
"1504 kyogle Road, Uki NSW 2484",-28.4142107,153.3311849,0.7589524,0.2202272
"165 Smith St (Cnr Cochrane St), Kempsey NSW 2440",-31.0700978,152.8455385,2.237895,0.1565247
"62 Railway Parade, Fairfield NSW 2165",-33.8806303,150.9485307,0,0.2163331
"97 Hume Highway, Chullora NSW 2190",-33.8917378,151.0576809,0,0.116619
"157 Orlando St, Coffs Harbour NSW 2450",-30.2896906,153.1307995,1.89,0.01
"234 Hamilton Road, Fairfield West NSW 2165",-33.8721091,150.9372457,0,0.2302173
"72 Stranraer Drive, St Andrews NSW 2566",-34.0289539,150.8279473,0,0.261725
"105 Wyee Road, Wyee NSW 2259",-33.1751937,151.4807565,0.11,0.1029563
"36 Wine Country Drive, Cessnock NSW 2325",-32.8185971,151.3508495,0.42710975,0.3905125
"3286 Pacific Highway, MacLean NSW 2463",-29.5068923,153.1938981,2.2168272,0.1523155
"435 Church Street, Parramatta NSW 2150",-33.804991,151.005607,0,0.212132
"2842 Nelson Bay Rd, SALT ASH NSW 2318",-32.7865973,151.928255,0.45496523,0.03162277
"345 Avoca Street, Randwick NSW 2130",-33.9253436,151.239829,0,0.03
"118 Wilson Street, Lismore NSW 2480",-28.8105726,153.2610969,0.56,0.2745906
"369-375 Concord Rd, Concord West NSW 2138",-33.8411078,151.0888755,NA,0.130384
"158 Clyde Street (Cnr Redfern St), Granville NSW 2142",-33.8462108,151.0125643,0,0.1780449
"Pacific Hwy, Macksville NSW 2447",-30.7244026,152.92012,2.76,0.06
"12 Cordini St, Tucabia NSW 2462",-29.6679245,153.1082492,2.8010962,0.1992486
"220 Wollombi Road, Cessnock NSW 2325",-32.8324939,151.3544554,0.39,0.3780212
"51 Albury Street, HOLBROOK NSW 2644",-35.7306727,147.3082755,1.93,2.251422
"29 Banna Avenue, Griffith NSW 2680",-34.2889787,146.0599325,3.3183358,3.732023
"342 Kanahooka Rd, Brownsville NSW 2530",-34.4859248,150.8065126,0.11,0.08062258
"570 Woodburn Road, Doonbah NSW 2473",-29.0916544,153.3966805,1.6945267,0.04
"59-63 Victoria Street, Taree NSW 2430",-31.9105591,152.4651439,1.62,0.1280625
"13 Railway Lane, Cowra NSW 2646",-33.8361908,148.692,1.88,2.279846
"307 Lang Street, Kurri Kurri NSW 2327",-32.8238996,151.4650173,0.17,0.3041381
"Abbott Road, Seven Hills NSW 2147",-33.7671636,150.950218,0,0.2758623
"76 Yapunyah St, Barellan NSW 2665",-34.2854116,146.5737676,3.9882383,3.856592
"38 Abbott Rd, Seven Hills NSW 2147",-33.7668381,150.9548624,0,0.2758623
"332-336 Shellharbour Rd, Barrack Heights NSW 2528",-34.5648919,150.8597784,0.11,0.02
"291 Rooty Hill Road North, Plumpton NSW 2761",-33.7535721,150.8404348,0,0.3689173
"Cnr Main and Else Streets, Cundletown NSW 2090",-31.8982032,152.517281,1.62,0.1029563
"539 Wilberforce Rd, WILBERFORCE NSW 2756",-33.5630256,150.8384028,0.22061874,0.42
"65 Marshall Street, Cobar NSW 2835",-31.4974168,145.8358971,9.32,5.801836
"616-624 Young Street, Albury NSW 2640",-36.0754933,146.9255041,0.67,2.064219
"33 Bolong Road, Bomaderry NSW 2541",-34.8560116,150.6074529,0.49,0.1403567
"185 Bondi Rd, Bondi NSW 2026",-33.8944023,151.2647527,0,0.01
"397 Main Road (Corner Lowry Street), Cardiff NSW 2285",-32.9339267,151.6562059,0,0.08544003
"2 The Lakes Way, Forster NSW 2428",-32.1944935,152.5144807,1.8100022,0.02236068
"57 Winnima Way, Berkeley NSW 2056",-34.4801808,150.8462221,0.11,0.04472136
"987 Hume Highway, Lansdowne NSW 2163",-33.8892764,150.9708735,0,0.1920937
"490 Illawarra Road (Cnr Hill Street), Marrickville NSW 2204",-33.9185418,151.1459086,0,0.04123105
"229 Clarence Town Rd, WOODVILLE NSW 2321",-32.6762336,151.6093633,0.31089506,0.2828427
"295 Quarry Rd, Denistone East NSW 2112",-33.7958574,151.1029574,0,0.1612452
"86 Manning St, Tuncurry NSW 2428",-32.1740841,152.4986714,1.78,0.01414214
"69 Rouse St, TENTERFIELD NSW 2372",-29.0648888,152.0169557,3.47,1.348073
"Cnr Thirlmere Way & Remembrance Drive, Tahmoor NSW 2573",-34.2002792,150.5740784,0.6588283,0.3668787
"111 Berowra Waters Rd, BEROWRA HEIGHTS NSW 2082",-33.6155463,151.1416419,0,0.117047
"24 Chatham Rd, Pitt Town NSW 2756",-33.5868016,150.8603637,0.31037945,0.3901282
"42-46 King St, WARRAWONG NSW 2502",-34.4837713,150.8870524,0.11,0.01414214
"180 Wyrallah Road, East Lismore NSW 2480",-28.8257929,153.2898244,0.56,0.2523886
"161-163 Pacific Hwy, Ourimbah NSW 2258",-33.3491771,151.3689363,0.13784057,0.1131371
"47 Lakemba Street, Belmore NSW 2192",-33.9139649,151.0856445,0,0.08062258
"10-12 Park Ave, Punchbowl NSW 2196",-33.9180459,151.0631799,0,0.09848858
"877-879 Pacific Hwy, Chatswood NSW 2067",-33.7917168,151.1804716,0,0.08246211
"134 Seven Hills Rd, Baulkham Hills NSW 2153",-33.7616234,150.9739384,0,0.261725
"61-63 Murray Road, East Corrimal NSW 2518",-34.3762829,150.9084003,0.11,0.01
"3 Travelstop Way, Lavington NSW 2641",-36.0357346,146.9711671,0.65446067,2.081466
"21 Opal St, Lightning Ridge NSW 2834",-29.4296368,147.9799751,9.03561,5.153882
"54 Barnard Street, Gladstone NSW 2440",-31.0227982,152.948322,2.74,0.09
"5 Kanandah Road, Broken Hill NSW 2880",-31.9846156,141.4327831,3.2094674,3.570448
"58 Lachlan Street, Hay NSW 2711",-34.5127423,144.8425825,5.49,3.330736
"22 Carri Street, Kempsey NSW 2440",-31.0915594,152.8369637,2.23,0.1565247
"203 Market Street, Balranald NSW 2715",-34.6320438,143.5535623,4.57,3.476377
"2 Braidwood Rd, Tarago NSW 2580",-35.0691438,149.6547104,2.6453469,0.8364807
"Anne St Cnr Dangar St, Narrabri NSW 2390",-30.3289026,149.7746332,3.75,3.218649
"1163 Mamre Rd, Kemps Creek NSW 2178",-33.8696993,150.7966309,0.44445625,0.3584689
"335 Pacific Highway, Lake Munmorah NSW 2259",-33.1901926,151.5678233,0.23,0.03162277
"20 Bolaro Street, Dunedoo NSW 2844",-32.0164613,149.3985178,4.3070393,2.421177
"210 Ashmont Avenue, Ashmont NSW 2650",-35.1222601,147.3213648,1.0775704,2.831342
"72-74 Clinton Street, Goulburn NSW 2580",-34.7572892,149.7135261,0.59,0.9323089
"485 - 487 Smithfield Road, Prairiewood NSW 2176",-33.8711256,150.9025867,0,0.2555386
"341 Princes Hwy, Bomaderry NSW 2541",-34.8456517,150.5947596,0.47412932,0.1513275
"76 Rodd Rd., Canowindra NSW 2804",-33.5613445,148.6677098,2.2623951,2.381197
"307-313 Ocean Beach Road, UMINA BEACH NSW 2257",-33.5114536,151.3180525,0.1,0.01
"136 Hume Highway (cnr Hollywood Drive), Lansvale NSW 2166",-33.8946841,150.9582271,0,0.2024846
"159  Rouse Street, Tenterfield NSW 2372",-29.0570385,152.0188062,3.47,1.349741
"124 Old Bar Rd, OLD BAR NSW 2430",-31.9666953,152.5746613,2.1583955,0.01414214
"15 Murray Dwyer Circ, Mayfield West NSW 2304",-32.8850782,151.7268158,0.0040110135,0.06708204
"102 Commerce Street, Taree NSW 2430",-31.907195,152.4501521,1.62,0.1421267
"240 Prospect Highway, Seven Hills NSW 2147",-33.7762584,150.9332713,0,0.2842534
"95 Elizabeth Drive (Corner Park Road), Liverpool NSW 2170",-33.9182506,150.9160168,0,0.2284732
"69 Fishery Point Road, Mirrabooka NSW 2264",-33.1065399,151.553235,0.47,0.08944272
"64 Cams Blvd, Summerland Point NSW 2259",-33.1382251,151.5648251,0.32,0.07071067
"1-3 Sowerby St, Goulburn NSW 2580",-34.7729156,149.6916005,0.59,0.9374433
"3 York Street, Marrar NSW 2652",-34.8251643,147.3540931,2.8026755,2.976189
"136-144 Johnston Street, Casino NSW 2470",-28.860408,153.0620744,0.9634613,0.4204759
"515 Bunnerong Road, Matraville NSW 2036",-33.9594188,151.231733,0,0.02236068
"553 Bunnerong Road, Matraville NSW 2036",-33.9608416,151.231565,0,0.02
"283 Main Road, Fennell Bay NSW 2283",-32.9917947,151.5998897,0,0.09219544
"500 Willoughby Rd, Willoughby NSW 2068",-33.8101607,151.1993355,0,0.07
"26 Mitchell St, Eden NSW 2551",-37.0636943,149.9029367,4.95,0.01
"262 Byron Street, Inverell NSW 2360",-29.7688118,151.1180885,3.04,2.047071
"46 Wyrallah Rd, Lismore NSW 2480",-28.8184249,153.2843638,0.56,0.2580698
"76 Narromine St, Trangie NSW 2823",-32.0325769,147.9859013,4.672959,3.610235
"Lot 2 New England Highway, Whittingham NSW 2330",-32.6406062,151.2313238,1.2190843,0.5936329
"855 Macquarie Drive, Valentine NSW 2280",-33.0080659,151.6426794,0,0.05
"49-51 Maitland St, Muswellbrook NSW 2333",-32.2721887,150.8900116,1.4566345,1.08706
"23-25 Mooculta Street, Bourke NSW 2840",-30.0836829,145.9470911,10.529054,6.34874
"73-79 New South Head Road, EDGECLIFF NSW 2027",-33.8769546,151.2311326,NA,0.04472136
"139 Great Western Highway (Corner Layton Avenue), Blaxland NSW 2774",-33.7441113,150.6098266,0,0.5813777
"78 Currajong St (Cnr Bushman Street), Parkes NSW 2870",-33.1336002,148.1752585,2.56,2.992474
"100 Gipps Street, Bega NSW 2550",-36.6756312,149.8433289,4.0161095,0.1414213
"110 Gymea Bay Rd (Cnr 337-339 President Avenue), Gymea NSW 2227",-34.0373199,151.0848847,0,0.04472136
"415 Boundary Road, Maraylya NSW 2765",-33.5936849,150.9168088,0.65065116,0.3405877
"65 Greenbah Road, Moree NSW 2400",-29.4614208,149.8230252,4.23,3.365145
"Jersey Road (Plumpton Market Place), Plumpton NSW 2761",-33.7441208,150.8356889,0,0.3827532
"569 Great Western Highway, Werrington NSW 2747",-33.7680844,150.7583828,0,0.4410215
"311 Great Western Highway, Lawson NSW 2783",-33.7219274,150.4260376,0.09,0.7539231
"87-89 Parramatta Rd, CONCORD NSW 2137",-33.8678601,151.099381,0,0.1081665
"963 Old Princes Hwy, Engadine NSW 2233",-34.064299,151.0167048,0,0.116619
"272-278 Woodville Road, Guildford NSW 2161",-33.8481613,150.9968792,0,0.1941649
"23 - 25 Grant Street, Broulee NSW 2537",-35.8539562,150.1758532,1.9722288,0.01
"2 Geebung St, POLO FLAT NSW 2630",-36.2246027,149.1483674,1.34,0.9355747
"1055 Great Western Highway, Minchinbury NSW 2770",-33.7819863,150.8243989,0,0.3712142
"279-287 Princes Highway, Bulli NSW 2516",-34.3365111,150.9120882,0.11,0.01
"678 The Horsley Drv (Cnr Cumberland Hwy), Smithfield NSW 2164",-33.8537341,150.9400217,0,0.2325941
"21 Railway Parade, Henty NSW 2658",-35.5181951,147.0363265,2.4255834,2.543423
"56 Victoria Street, Taree NSW 2430",-31.9105734,152.4663299,1.62,0.1280625
"637 Forest Road, Peakhurst NSW 2210",-33.9583766,151.0687546,0,0.07810249
"2398 Pacific Highway, Heatherbrae NSW 2324",-32.7832978,151.7370223,0.14,0.1140175
"7717 Bruxner Hwy, DRAKE VILLAGE NSW 2469",-28.9274697,152.3749947,5.548886,1.03465
"7-9 Pacific Hwy, BROADWATER NSW 2472",-29.0199563,153.4240802,1.4561013,0.03162277
"142 Marsh St, ARMIDALE NSW 2350",-30.5168864,151.6676611,2.13,1.333604
"127 North Street, Albury NSW 2640",-36.0711299,146.9443125,0.67,2.056259
"494 Forest Road, Penshurst NSW 2222",-33.9632625,151.0901314,0,0.05
"175 Richmond Road, Blacktown NSW 2148",-33.7554983,150.8917648,0,0.3280244
"84 Centre Street, Casino NSW 2470",-28.8669626,153.0448849,0.9,0.4386342
"169 Canterbury St, Casino NSW 2470",-28.8636984,153.0494006,0.9,0.4386342
"132  Maitland Road, Mayfield NSW 2304",-32.9017846,151.7419818,0,0.04123105
"3 Bridge St, Tumbarumba NSW 2653",-35.7769976,148.0094616,2.45,2.052925
"264-266 North Rocks Rd, North Rocks NSW 2151",-33.7754141,151.0228334,0,0.222036
"Cnr Barrenjoey & Darley Roads, Mona Vale NSW 2103",-33.6428508,151.3230945,0,0
"395 Gardeners Rd, Rosebery NSW 2018",-33.9224631,151.2024385,0,0.03162277
"151A Mort Street, Lithgow NSW 2790",-33.4810665,150.1626357,0.66,1.091787
"105 St. James rd., New Lambton NSW 2302",-32.9291137,151.7155895,0,0.04242641
"21-23 Cumberland Rd, Ingleburn NSW 2565",-33.9970085,150.8712543,0,0.2501999
"1/158 Auburn Rd, Birrong NSW 2143",-33.897395,151.0215165,0,0.1431782
"24 Wooland Rd, St Helens Park NSW 2560",-34.0973906,150.8135568,0,0.2193171
"1542  Federal Highway Service Road, Sutton NSW 2620",-35.184608,149.2314356,0.41336682,1.096586
"261 Anderson Drive, Beresfield NSW 2322",-32.7991122,151.645069,0.05,0.1749285
"119 Bridge Street (Cnr Belmore St), Tamworth NSW 2340",-31.0937429,150.9168542,1.67,1.876646
"150 Jerilderie Street, Jerilderie NSW 2716",-35.3593795,145.7410591,4.08,2.618435
"76 The Parade, Tumbarumba NSW 2653",-35.7731138,148.0113171,2.45,2.051828
"70 Woodburn St, Evans Head NSW 2473",-29.1140934,153.4283332,1.5647393,0.01414214
"23-25 Cardigan St, Tullamore NSW 2874",-32.6329298,147.5645242,5.94611,3.756594
"North Parade (Mt Druitt Market Place), Mount Druitt NSW 2770",-33.7692242,150.8204224,0,0.3807887
"99 Bellevue Rd, Figtree NSW 2525",-34.4280895,150.8543783,0.11,0.05
"18-22 Tempest Street, Gunnedah NSW 2380",-30.9761966,150.2482412,2.5555394,2.425469
"608 Fishery Point Rd, Morisset NSW 2264",-33.1080785,151.4982226,0.31,0.1442221
"Cobra St Cnr Brisbane St, Dubbo NSW 2830",-32.2550833,148.6146933,2.1,2.947151
"15 Thomas St (Cnr Brook St), Wallsend NSW 2287",-32.907115,151.6693328,0,0.09219544
"Lot 122 Dunheved Road, Werrington NSW 2747",-33.7467908,150.7430506,0.09738255,0.4604346
"740-742 Pittwater Rd, Brookvale NSW 2100",-33.7614677,151.274532,0,0.02
"40 Princes Highway, Unanderra NSW 2526",-34.4519307,150.8469844,0.14250155,0.06
"4 Riverside Drive, Jugiong NSW 2726",-34.8209826,148.3522674,4.296961,2.043942
"425 Crown Street, Wollongong West NSW 2500",-34.426422,150.8798847,0.11,0.03
"29-37 Fitzroy St (Cnr Herlihy St), Tumut NSW 2720",-35.3000837,148.2243305,1.3446077,2.012213
"6 Cadonia Rd, Tuggerawong NSW 2259",-33.2799601,151.480322,0.1,0.05
"62-70 Epping Rd, Lane Cove NSW 2066",-33.8110107,151.1641754,0,0.09999999
"1 Scullin St, TOWNSEND NSW 2463",-29.4645117,153.2170883,1.93,0.1476482
"482 North Rocks Rd, Carlingford NSW 2118",-33.7650735,151.0579015,0,0.2147091
"1234 Pittwater Road, Narrabeen NSW 2101",-33.7196065,151.2982952,0,0
"340 Great Western Highway, Wentworth Falls NSW 2782",-33.7113143,150.3601156,0.15,0.8080841
"50 Pacific Highway, Doyalson NSW 2262",-33.1996148,151.5232937,0.1261861,0.05830952
"367 The Kingsway (Corner Willarong Road), Caringbah NSW 2229",-34.0393327,151.1203458,0,0.02
"1042 Great Western Highway, Minchinbury NSW 2770",-33.7822092,150.8286741,0,0.3712142
"81 Docker Street, Wagga Wagga NSW 2650",-35.1153969,147.3571902,1.03,2.832402
"39-41 Port Stephens Rd (Cnr Bourke St), Raymond Terrace NSW 2324",-32.7611857,151.7441304,0.14,0.1252996
"44 Malbon Street, Bungendore NSW 2621",-35.2561968,149.4426314,0.59,0.8798295
"54 - 56 Windsor Road, Kellyville NSW 2155",-33.7122416,150.9569658,0,0.31241
"693 Old Princes Highway (Retank Reopens 23 Jun'16), Sutherland NSW 2232",-34.0297891,151.0589016,0,0.07071067
"797 Pennant Hills Rd, Carlingford NSW 2118",-33.7758099,151.0516535,0,0.2059126
"33-35 Wardell Road, Earlwood NSW 2206",-33.9160066,151.1335715,0,0.04472136
"400 Luxford Road, Lethbridge Park NSW 2770",-33.7368018,150.7983694,0,0.4219005
"16-18 Nana Street, Nana Glen NSW 2450",-30.1380772,153.0071828,3.0054512,0.17
"49-51 Great Western Highway, Emu Plains NSW 2750",-33.7465302,150.6762172,0,0.5197114
"91 Bent St (Cnr Spring St), Grafton NSW 2460",-29.7059995,152.9399744,1.93,0.3605551
"1 Myall Quays Boulevard, Tea Gardens NSW 2324",-32.6509358,152.1491805,1.39,0.03
"464- 468 New England Highway, Nemingha NSW 2340",-31.1241039,150.982625,1.69,1.801
"10 Kendal Street, Cowra NSW 2794",-33.8338454,148.6872455,1.88,2.289541
"397 Pacific Highway, Belmont NSW 2280",-33.0327604,151.6611819,0,0.01414214
"593 Main Rd, Glendale NSW 2285",-32.927026,151.6377906,0.0168084,0.1077033
"154-160 Parramatta Road & Corner Bold Street, Granville NSW 2142",-33.8642094,151.0819655,0,0.1140175
"75-77 Fitzroy Street, Grafton NSW 2460",-29.6922108,152.934348,1.93,0.3612478
"398 Merrylands Rd (Cnr Fowler Rd), Merrylands NSW 2160",-33.8342601,150.9775544,0,0.2163331
"293 Camden Valley Hwy (Cnr Grahams Hill Rd), Narellan NSW 2567",-34.0411702,150.7326882,0,0.31241
"80-82 Central Ave, OAK FLATS NSW 2529",-34.562679,150.819417,0.11,0.06
"1/169 Annangrove Rd, Annangrove NSW 2156",-33.6710816,150.9562552,0.2414812,0.3162278
"2720 Princes Highway, Wandandian NSW 2540",-35.0914458,150.5075952,1.2483064,0.116619
"152 Moorefields Road, Kingsgrove NSW 2208",-33.9355015,151.0863744,0,0.0728011
"506 Merrylands Road, Merrylands NSW 2160",-33.8326652,150.9697134,0,0.224722
"145 Arthur St, Wellington NSW 2820",-32.562399,148.9429882,2.63,2.517161
"2-4 Church Street, Port Kembla NSW 2505",-34.4856092,150.9032748,NA,0.01
"215 Balo Street, Moree NSW 2400",-29.4672446,149.8402638,4.23,3.346072
"16 Breese Parade, Forster NSW 2428",-32.2007494,152.5228743,1.78,0.02236068
"45 Spit Road, Mosman NSW 2088",-33.8230576,151.2434586,NA,0.02
"31 Boorowa St, Young NSW 2594",-34.3135496,148.3002212,1.99,2.352042
"243 Pennant Hills Road, Carlingford NSW 2118",-33.7829195,151.0456304,0,0.2024846
"1185 Bruxner Highway, Wollongbar NSW 2477",-28.8159805,153.4050426,0.8157537,0.1697056
"1344 Princes Highway, Heathcote NSW 2233",-34.0884651,151.0071053,0,0.1029563
"1019 New England Hwy, Nemingha NSW 2340",-31.124224,150.9877691,1.7235157,1.801
"Edwards St, Wagga Wagga NSW 2650",-35.1175259,147.3591016,1.03,2.832402
"127 Great Western Highway (Corner Morley Avenue), Kingswood NSW 2747",-33.7598725,150.726562,0,0.4716991
"210-214 Wollombi Road, Cessnock NSW 2325",-32.8327999,151.3537341,0.39,0.3780212
"42 Naval Pde, EROWAL BAY NSW 2540",-35.0996033,150.6507892,0.9555212,0.04
"Fairlight St Cnr Ramsay Rd, Five Dock NSW 2046",-33.8698807,151.1322258,0,0.09219544
"Lot 2 Kimo St, Nangus NSW 2722",-35.0545858,147.9054647,3.4023054,2.383212
"39 Doyle Street, Brewarrina NSW 2839",-29.9616799,146.8612958,10.234007,5.677332
"26-26 Smithfield Rd, Smithfield NSW 2164",-33.8515801,150.943049,0,0.2325941
"485 Sydney Road, Balgowlah NSW 2093",-33.7954014,151.2559432,0,0.02236068
"53 Beecher Street, Tinonee NSW 2430",-31.9390053,152.4101653,2.0458405,0.1581139
"53 Sydney Rd, Goulburn NSW 2580",-34.7488132,149.7503468,0.59,0.9060353
"44 Dalley Street, Mullumbimby NSW 2482",-28.5516878,153.500222,0.7720098,0.05
"7 Sturt Highway, Darlington Point NSW 2706",-34.5943702,145.9925827,4.2619205,3.418494
"574 Great Western Hwy, Werrington NSW 2747",-33.7680706,150.7568748,0,0.4410215
"34 Bryant street, Narwee NSW 2208",-33.9483657,151.0716344,0,0.07810249
"35 Woodville Road (cnr Alpha), Chester Hill NSW 2162",-33.8666623,150.9887218,0,0.1923538
"229 Woodville Rd Cnr Lackey St, Merrylands NSW 2160",-33.845478,150.998349,0,0.1941649
"50 Alliance Avenue, Morisset NSW 2264",-33.1162596,151.4775065,0.3393367,0.1486607
"3 Carlton Cres, Summer Hill NSW 2130",-33.8924923,151.143151,0,0.06082762
"31 Princes Hwy, Albion Park Rail NSW 2527",-34.5518147,150.7880686,0.17085604,0.09
"659 Grose Vale Road, Grose Vale NSW 2753",-33.5822637,150.6607566,0.52556974,0.5900847
"20 Carrington Street, Crookwell NSW 2583",-34.4550549,149.4595116,1.5605328,1.321363
"175 Fitzmaurice St, Wagga Wagga NSW 2650",-35.1023348,147.3683804,1.03,2.839243
"3964 Wallanbah Rd Cnr Pacific Hwy, Nabiac NSW 2312",-32.098592,152.3754346,2.24017,0.1334166
"254 Kelly St, Scone NSW 2337",-32.0577724,150.8707699,1.99,1.239072
"Narellan Rd Cnr Maxwell Pl, Narellan NSW 2567",-34.0400246,150.7427511,0,0.304795
"224 Irrigation Way, Narrandera NSW 2700",-34.7366925,146.5319597,2.7026634,3.450232
"Whylandra St & Victoria St, Dubbo NSW 2830",-32.2502508,148.5916447,2.1,2.96508
"28-32 Dyraaba St, Casino NSW 2470",-28.8550567,153.0447579,0.9,0.4428318
"111 James Street, Dunoon NSW 2480",-28.6829352,153.3172368,0.9553328,0.2692582
"90 Blacktown Road, Blacktown NSW 2148",-33.7790132,150.9200236,0,0.2920616
"2780 Booral Road, Booral NSW 2425",-32.4666162,151.9598851,1.9944754,0.2022375
"11 Grantham Street, Boggabri NSW 2382",-30.7109455,150.0417826,4.209609,2.750654
"1-3 Penrhyn Rd, Banksmeadow NSW 2019",-33.9644296,151.2169409,0,0.01
"12 Pacific Hwy, Ourimbah NSW 2258",-33.3629699,151.3713531,0.1,0.09219544
"128 Duffy Avenue, Westleigh NSW 2120",-33.7203893,151.0689312,0,0.2193171
"6425 Newell Hwy, Gilgandra NSW 2827",-31.7255533,148.6531125,3.7130399,3.185216
"1135 Pacific Hwy, Lake Munmorah NSW 2259",-33.1864749,151.5521905,0.18367486,0.04472136
"10, Northwood Road, Northwood NSW 2066",-33.8235303,151.1725756,0,0.09
"95-97 Ramsey Road, Haberfield NSW 2045",-33.8816658,151.1401601,0,0.07071067
"37 Johnston Street, Casino NSW 2470",-28.8590989,153.0489517,0.9,0.4428318
"Lot 95 STURT HIGHWAY, Balranald NSW 2715",-34.6397288,143.5639181,4.57,3.472765
"20 Parkersfarm Place, Casula NSW 2170",-33.9593252,150.879344,0,0.254951
"Cnr Dunheved Rd & Henry Lawson Dr, Werrington NSW 2747",-33.7458349,150.7389301,0.12727183,0.4687217
"358 Hoxton Park Rd, Prestons NSW 2170",-33.9282285,150.8817251,0,0.2529822
"12-14 Bolwarra Rd, Port Macquarie NSW 2444",-31.4505533,152.8868569,1.62,0.04242641
"6 George Sreet, Tintenbar NSW 2478",-28.7971093,153.5125486,1.0431476,0.08
"102 Gregory Street, South West Rocks NSW 2431",-30.8945884,153.0404987,2.98,0.02236068
"180 Manning St, KIAMA NSW 2533",-34.6825048,150.8482963,0.29,0.01
"283 Great Western Hwy (Cnr Russell St), Emu Plains NSW 2750",-33.7537447,150.6530651,0,0.5323533
"215 Kinghorne Street, Nowra NSW 2541",-34.8907243,150.6012047,0.49,0.1414213
"60 Princes Highway, Narooma NSW 2546",-36.2161138,150.1262886,3.1,0.01414214
"359 Elizabeth Drive, Mount Pritchard NSW 2170",-33.9021037,150.8968077,0,0.2507987
"I6 Garnuaille Rd, Bangalow NSW 2479",-28.6825981,153.5232159,0.75349134,0.09
"2, Ceduna Street, Mount Austin, Wagga Wagga NSW 2650",-35.1379836,147.3577362,1.03,2.813201
"254-256 Shellharbour Rd, Barrack Heights NSW 2528",-34.5594249,150.8594128,0.11,0.02
"49 Murray Terrace, Euston NSW 2737",-34.5753668,142.7450929,4.13,3.500514
"37 Crystal St., Petersham NSW 2049",-33.8905087,151.1587588,0,0.06
"Portion 101 Newell Highway (Cnr Tooraweenah Road), Gilgandra NSW 2827",-31.7030326,148.6788397,3.8156185,3.180566
"2 Leycester Street, Lismore NSW 2480",-28.8047956,153.2831261,0.56,0.2640076
"4-6 Kosciusko Rd, Jindabyne NSW 2627",-36.4132261,148.6196447,2.9501774,1.379928
"2848 Pacific Highway, Tyndale NSW 2460",-29.5606755,153.14917,2.874261,0.1897366
"30 Stockton Ave, Moorebank NSW 2170",-33.9330536,150.9495524,0,0.1931321
"140 Pacific Hwy, Wyong NSW 2259",-33.2820936,151.4255997,0.1,0.09433981
"155 Byron Street, Inverell NSW 2360",-29.7714371,151.1154418,3.04,2.043624
"20-22 Babbage Rd, Roseville NSW 2069",-33.7780213,151.1945551,0,0.08062258
"M1 Northbound, Wyong NSW 2259",-33.2556635,151.4022296,0.3025358,0.1252996
"147 Larmer Ave, Sanctuary Point NSW 2540",-35.0993372,150.6329216,0.948991,0.05656854
"221-229 Elizabeth St, Croydon NSW 2132",-33.8827815,151.1178571,0,0.08062258
"529-531 Princes Highway & Bath Road, Kirrawee NSW 2232",-38.027666,145.31361,0,0.1923538
"295 Woodville Rd, Guildford NSW 2161",-33.8507323,150.9969202,0,0.1886796
"Home Mart Centre Lot1 Minjungbal Drive, Tweed Heads South NSW 2486",-28.199997,153.543702,NA,0.02236068
"924-928 Hume Highway, BASS HILL NSW 2197",-33.8978331,150.9947713,0,0.1702939
"67-71 Scenic Drive, Budgewoi NSW 2262",-33.2342822,151.555513,0.1,0.01414214
"1234 Princess Highway, Engadine NSW 2233",-34.0772668,151.0108517,0,0.1077033
"84-86 Marsden Street, Boorowa NSW 2586",-34.4430245,148.7151019,1.9902529,1.950205
"321 Old South Head Rd, North Bondi NSW 2026",-33.8846533,151.2685566,0,0.01414214
"236-238 Condamine St, Manly Vale NSW 2093",-33.785027,151.2673818,0,0.03
"223 Sheridan Street, Gundagai NSW 2722",-35.0634593,148.1033379,1.81,2.188744
"50 Bells Line Of Rd Cnr Terrace Rd, North Richmond NSW 2754",-33.5799748,150.7199945,0.3265031,0.54
"145 - 147 Hoskins Street, Temora NSW 2666",-34.4457095,147.5337162,2.56,2.947626
"98 Kurrajong Avenue, Leeton NSW 2705",-34.5548039,146.4089547,2.55,3.603471
"1370-1380 Camden Valley Hwy, Leppington NSW 2179",-33.963319,150.818266,0.06642968,0.31241
"930 King Georges Road South, HURSTVILLE NSW 2221",-33.9812376,151.1082026,0,0.02828427
